origine_x,origine_y,rotazione
106.37692378864669,81.18397143910578,perpendicolare
105.70700645635445,82.918802153517,parallela
103.33354811567261,83.44372196537188,perpendicolare
98.5842323350227,73.69123842231556,perpendicolare
98.5842323350227,73.69123842231556,perpendicolare
100.32442471388737,74.75418682168323,perpendicolare
102.3287187078898,76.54001322234112,perpendicolare
0,0,error
99.7019237886467,74.90033845784257,perpendicolare
104.95614337986427,72.8507450022194,perpendicolare
104.95614337986427,72.8507450022194,perpendicolare
106.37692378864669,81.18397143910578,perpendicolare
98.95907157871135,82.03761973692296,perpendicolare
93.53643379864265,76.88008362041859,perpendicolare
96.05596124472078,82.67372483187485,parallela
97.07512886940356,73.26066369334404,perpendicolare
105.77467980914969,85.8773045962028,perpendicolare
105.77467980914969,85.8773045962028,perpendicolare
107.01583939682233,81.61079558801437,perpendicolare
100.00391135110894,70.49733594682961,perpendicolare
98.5842323350227,73.69123842231556,perpendicolare
92.8702051226698,76.34860942073475,perpendicolare
98.38852632902513,74.0805010755933,perpendicolare
99.7019237886467,74.90033845784257,perpendicolare
102.3287187078898,76.54001322234112,perpendicolare
99.7019237886467,74.90033845784257,perpendicolare
104.95614337986427,72.8507450022194,perpendicolare
100.35862251845745,75.31025714896722,perpendicolare
99.75381304684076,76.16302423263956,perpendicolare
106.37692378864669,81.18397143910578,perpendicolare
96.84403995615803,72.6282900229479,perpendicolare
99.45432852445504,74.2227126219994,perpendicolare
97.07512886940356,73.26066369334404,perpendicolare
98.38852632902513,74.0805010755933,perpendicolare
0,0,error
99.7019237886467,74.90033845784257,perpendicolare
107.01583939682233,81.61079558801437,perpendicolare
92.8702051226698,76.34860942073475,perpendicolare
93.53643379864265,76.88008362041859,perpendicolare
97.07512886940356,73.26066369334404,perpendicolare
98.38852632902513,74.0805010755933,perpendicolare
99.7019237886467,74.90033845784257,perpendicolare
99.7019237886467,74.90033845784257,perpendicolare
101.67201997807902,76.13009453121649,perpendicolare
101.67201997807902,76.13009453121649,perpendicolare
103.12961367128779,81.05487060188746,parallela
106.37692378864669,81.18397143910578,perpendicolare
107.01583939682233,81.61079558801437,perpendicolare
107.01583939682233,81.61079558801437,perpendicolare
97.36609766981744,72.94717454275819,perpendicolare
99.7019237886467,74.90033845784257,perpendicolare
99.7019237886467,74.90033845784257,perpendicolare
99.04522505883591,74.49041976671793,perpendicolare
101.67201997807902,76.13009453121649,perpendicolare
105.77467980914969,85.8773045962028,perpendicolare
105.77467980914969,85.8773045962028,perpendicolare
104.41831006382112,81.98683637770223,parallela
101.1945209033197,75.28566102136708,perpendicolare
97.36609766981744,72.94717454275819,perpendicolare
99.04522505883591,74.49041976671793,perpendicolare
104.41831006382112,81.98683637770223,parallela
105.70700645635445,82.918802153517,parallela
107.01583939682233,81.61079558801437,perpendicolare
100.00391135110894,70.49733594682961,perpendicolare
100.00391135110894,70.49733594682961,perpendicolare
98.38852632902513,74.0805010755933,perpendicolare
103.12961367128779,81.05487060188746,parallela
103.12961367128779,81.05487060188746,parallela
100.00391135110894,70.49733594682961,perpendicolare
98.5842323350227,73.69123842231556,perpendicolare
93.53643379864265,76.88008362041859,perpendicolare
104.82287595628279,80.45803263805834,parallela
105.72517069047777,81.07350269189627,parallela
99.7019237886467,74.90033845784257,perpendicolare
99.7019237886467,74.90033845784257,perpendicolare
99.04522505883591,74.49041976671793,perpendicolare
92.90902906283428,76.94993191346575,perpendicolare
97.09400542570542,74.41964855966549,perpendicolare
105.77467980914969,85.8773045962028,perpendicolare
107.01583939682233,81.61079558801437,perpendicolare
101.1945209033197,75.28566102136708,perpendicolare
96.46199387510853,83.04300686417761,parallela
96.46199387510853,83.04300686417761,parallela
100.00391135110894,70.49733594682961,perpendicolare
96.05596124472078,82.67372483187485,parallela
96.46199387510853,83.04300686417761,parallela
97.73182759921434,73.67058238446867,perpendicolare
99.7019237886467,74.90033845784257,perpendicolare
99.7019237886467,74.90033845784257,perpendicolare
0,0,error
99.7019237886467,74.90033845784257,perpendicolare
101.67201997807902,76.13009453121649,perpendicolare
102.3287187078898,76.54001322234112,perpendicolare
103.12961367128779,81.05487060188746,parallela
99.7019237886467,74.90033845784257,perpendicolare
99.04522505883591,74.49041976671793,perpendicolare
101.67201997807902,76.13009453121649,perpendicolare
99.75381304684076,76.16302423263956,perpendicolare
106.13719245445157,88.6889985196149,parallela
106.13719245445157,88.6889985196149,parallela
111.21958984138637,89.02995016164004,parallela
111.21958984138637,89.02995016164004,parallela
111.21958984138637,89.02995016164004,parallela
111.12112028529538,86.73187039040388,parallela
110.67007654790874,86.40568236886871,parallela
110.02013870530939,88.20386142862742,perpendicolare
82.55625363487414,63.75582295962646,perpendicolare
119.19288277507076,99.06464729952526,perpendicolare
116.44177207517771,92.71310730341173,perpendicolare
115.41925706275056,94.84440001934057,parallela
113.03063985299165,92.83039114766895,perpendicolare
114.23347106934295,91.92185259597565,perpendicolare
114.97031939778688,90.37028220685949,perpendicolare
109.83269651421918,92.83845991166473,parallela
96.75817477997599,74.21765534461647,perpendicolare
70.1586596924549,39.841340307545096,perpendicolare
101.69612317934367,83.48641873546359,perpendicolare
98.77223620650535,89.41352205780514,parallela
107.438694002385,84.39349517932908,perpendicolare
107.87000116485628,93.54433970404926,parallela
86.82434380632938,85.48954556636392,parallela
107.438694002385,84.39349517932908,perpendicolare
108.29278579257493,74.74007116991115,perpendicolare
106.54413429510899,80.43241823764876,perpendicolare
106.54413429510899,80.43241823764876,perpendicolare
115.27706645190429,93.70492552736033,parallela
111.75629325380987,87.29660521326483,perpendicolare
94.13805546187017,74.52261413198184,parallela
112.10787726617528,91.37102355330308,parallela
116.78640140494186,95.94962005619952,perpendicolare
85.36766938070603,63.664519307897216,perpendicolare
119.56056838002206,99.4854206044499,perpendicolare
118.79817055030432,98.4070012770461,perpendicolare
118.77510920077087,98.00027981172514,parallela
103.04796636402273,87.00892119797274,parallela
110.43646307186779,93.7020747309682,parallela
106.98778896482872,88.92663464123041,perpendicolare
101.95556748221156,82.79681884264245,parallela
103.12961367128779,81.05487060188746,parallela
101.95556748221156,82.79681884264245,parallela
108.898225016923,86.98320134937175,perpendicolare
99.65351543570138,72.54229510574814,perpendicolare
110.67007654790874,86.40568236886871,parallela
110.67007654790874,86.40568236886871,parallela
107.65063751352261,81.88541570317746,perpendicolare
102.35639583576778,80.4956911363986,parallela
107.65063751352261,81.88541570317746,perpendicolare
109.51280466036512,78.67079021423258,perpendicolare
106.87857602630517,85.9727786044696,perpendicolare
110.73457363949753,86.34421353982779,parallela
107.65063751352261,81.88541570317746,perpendicolare
104.69442471388737,82.44296481991387,perpendicolare
114.277096789175,93.59355423965769,parallela
116.57819547262392,93.99090892343092,parallela
115.71110884941164,94.54556824348784,perpendicolare
115.7496852563052,98.6260422074181,parallela
103.60352319649266,92.18096376580152,perpendicolare
92.46553776280231,79.46257965868318,parallela
87.02952719440871,80.12219889501186,perpendicolare
100.46757007137421,85.03247728811182,parallela
105.67267833525173,86.09769092491501,parallela
88.93502762436209,59.181962900554936,perpendicolare
88.93502762436209,59.181962900554936,perpendicolare
79.72051732809567,68.27660007162498,perpendicolare
119.14297227132866,98.75623771881526,parallela
117.17868417743715,96.66474817310167,perpendicolare
107.438694002385,85.02650926625053,perpendicolare
107.438694002385,85.02650926625053,perpendicolare
95.05947812308817,72.85273239762473,perpendicolare
108.31195461813654,67.62004266380231,perpendicolare
